업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,25시해장국,청주시 상당구 쇠내로 34 (금천동),청주시 상당구 금천동 158-50 ,043-225-0025,한식
일반음식점,팔복상회,청주시 상당구 1순환로1253번길 72 (용암동),청주시 상당구 용암동 1641 ,043-283-6113,기타
일반음식점,도원일식,청주시 상당구 무심동로 478 (영동),청주시 상당구 영동 115-23 ,043-224-1112,일식
일반음식점,상당식당,청주시 상당구 상당로131번길 7-15 (북문로2가),청주시 상당구 북문로2가 116-68 ,043-254-4859,한식
일반음식점,715,청주시 상당구 상당로131번길 5  1층 102호 (북문로2가),청주시 상당구 북문로2가 116-250 ,,기타
일반음식점,망중한,청주시 상당구 월평로184번길 102  1층 (용암동),청주시 상당구 용암동 1691 1층 ,,일식
일반음식점,산내들식당,청주시 상당구 상당로 51 (남문로2가  1층),청주시 상당구 남문로2가 9-13 (1층) ,043-221-2366,한식
일반음식점,뜨굽지꼼장어,청주시 상당구 용암북로84번길 4 (용암동),청주시 상당구 용암동 2396 ,043-293-9092,한식
일반음식점,치킨플러스청주용암점,청주시 상당구 원봉로 78  1층 (용암동),청주시 상당구 용암동 2190 1층 ,043-287-9500,통닭(치킨)
일반음식점,한우내장탕,청주시 상당구 중고개로141번길 13-21  1층 101 102호 (용암동),청주시 상당구 용암동 3084 ,043-287-5354,기타
일반음식점,비비큐(BBQ)청주방서용암점,청주시 상당구 월평로218번길 24  1층 (용암동),청주시 상당구 용암동 1870 1층 ,,호프/통닭
일반음식점,상당산성사슴집,청주시 상당구 성내로 128 (산성동),청주시 상당구 산성동 150-3 ,043-252-1054,한식
일반음식점,이븐데일그늘집2,청주시 상당구 미원면 대신2길 31,청주시 상당구 미원면 대신리 산 70 ,043-288-1000,기타
일반음식점,가족식당,청주시 상당구 월평로218번길 44 (용암동 (1층)),청주시 상당구 용암동 1948 (1층) ,043-291-3396,한식
일반음식점,이배달마약삼겹떡볶이(상당구점),청주시 상당구 중흥로 131-1  1층 (용암동),청주시 상당구 용암동 2301 1층 ,043-294-8801,분식
일반음식점,청주식당,청주시 상당구 탑동로 91 (용담동),청주시 상당구 용담동 168-41 ,043-224-3930,한식
일반음식점,1번수산,청주시 상당구 호미로 165-1  1층 (용암동),청주시 상당구 용암동 2782 ,043-286-1118,횟집
일반음식점,황금촌,청주시 상당구 용암로 99 (용암동 (1층)),청주시 상당구 용암동 1176 (1층) ,043-294-1039,한식
일반음식점,온다온,청주시 상당구 사직대로362번길 10-12  1층 (서문동),청주시 상당구 서문동 9-1 ,,한식
일반음식점,용댕이매운탕,청주시 상당구 산성로37번길 18 (탑동  1층),청주시 상당구 탑동 95-1 1층 ,043-250-3352,경양식
일반음식점,연일염소탕,청주시 상당구 영운천로91번길 3  1층 (영운동),청주시 상당구 영운동 58-7 1층 ,,한식
일반음식점,불맛난매운족발,청주시 상당구 쇠내로84번길 26-2  1층 (금천동),청주시 상당구 금천동 143-42 1층 ,043-223-5800,식육(숯불구이)
일반음식점,천경식당,청주시 상당구 미원면 옥화1길 27,청주시 상당구 미원면 옥화리 268 ,043-254-9202,한식
일반음식점,점심시간엔,청주시 상당구 대성로 164  1층 (수동),청주시 상당구 수동 315-36 1층 ,043-223-7221,한식
일반음식점,북문로떡볶이,청주시 상당구 중앙로 28 (북문로2가 1층),청주시 상당구 북문로2가 96-12 1층 ,043-224-7290,패스트푸드
일반음식점,치킨신드롬용암1호점,청주시 상당구 월평로 150 (용암동),청주시 상당구 용암동 1429 ,043-295-8889,통닭(치킨)
일반음식점,장수마을,청주시 상당구 미원면 남부로 6776,청주시 상당구 미원면 운암리 230-1.2.3.6.11 ,,기타
일반음식점,미숙이네,청주시 상당구 상당로25번길 21-1 (남문로1가  1층),청주시 상당구 남문로1가 112-4 1층 ,,횟집
일반음식점,와인별당,청주시 상당구 중고개로141번길 13-21  2층 210호 (용암동),청주시 상당구 용암동 3084 ,,감성주점
일반음식점,돼지도있소,청주시 상당구 수영로353번길 33  1층 (용담동),청주시 상당구 용담동 480 ,043-297-9233,식육(숯불구이)
일반음식점,설맥(방서점),청주시 상당구 단재로 316  상가1동 115호 (방서동  청주센트럴자이),청주시 상당구 방서동 247-9 청주센트럴자이 상가1동 115호,043-287-7829,경양식
일반음식점,교촌키친동남지구점,청주시 상당구 중고개로141번길 20  1층 101호 (용암동),청주시 상당구 용암동 3034 ,043-288-1991,호프/통닭
일반음식점,중국집대성,청주시 상당구 쇠내로 90  1층 (금천동),청주시 상당구 금천동 97-24 ,043-223-8383,한식
일반음식점,김밥천국,청주시 상당구 월평로 161 (용암동),청주시 상당구 용암동 2099 ,,분식
일반음식점,라토커피(Rato coffee),청주시 상당구 성안로74번길 94-12  1 2층 (남주동),청주시 상당구 남주동 598-30 1 2층 ,,경양식
일반음식점,힐링손두부,청주시 상당구 중고개로331번길 15-2  1층 (금천동),청주시 상당구 금천동 199-6 ,043-221-4962,한식
일반음식점,커피호스텔,청주시 상당구 사직대로361번길 7-3  1층 (영동),청주시 상당구 영동 104-10 1층 ,,경양식
일반음식점,마 고,청주시 상당구 용암북로 154 (용암동),청주시 상당구 용암동 2642 ,,호프/통닭
일반음식점,꼼장어숯불구이전문점부산포차,청주시 상당구 중고개로141번길 13-20  허브프라자 1층 105호 (용암동),청주시 상당구 용암동 산 4-7 허브프라자 1층 105호 ,,식육(숯불구이)
일반음식점,주식회사,청주시 상당구 산성로92번길 17  103호 (금천동  유니온빌딩),청주시 상당구 금천동 293 유니온빌딩 103호,043-296-7476,한식
일반음식점,미오키친(Mio Kitchen),청주시 상당구 상당로81번길 9-1 (북문로1가), ,043-224-9966,경양식
일반음식점,또래오래남일점,청주시 상당구 남일면 효촌송암길 11  1층 103호,청주시 상당구 남일면 효촌리 251-5 ,043-288-2020,호프/통닭
일반음식점,화끈한불닭 영운점,청주시 상당구 단재로 163 (영운동),청주시 상당구 영운동 200-19 ,043-222-3860,통닭(치킨)
일반음식점,스시김정통초밥,청주시 상당구 영운로 100-1  2층 (금천동),청주시 상당구 금천동 157-70 ,043-221-0760,일식
일반음식점,희희까스용암금천점,청주시 상당구 용암북로 36-1  1층 (용암동),청주시 상당구 용암동 1117 ,,경양식
일반음식점,닭맥주,청주시 상당구 꽃산동로 19  1층 (금천동),청주시 상당구 금천동 62-6 1층 ,070-8982-3792,호프/통닭
일반음식점,가장맛있는족발,청주시 상당구 중앙로 6 (북문로2가  1층),청주시 상당구 북문로2가 59-6 ,043-221-5849,한식
일반음식점,라사천마라탕(청주1호점),청주시 상당구 쇠내로126번길 4  1층 (금천동),청주시 상당구 금천동 118-5 1층 ,,호프/통닭
일반음식점,지코바숯불양념치킨금천점,청주시 상당구 수영로259번길 29 (금천동),청주시 상당구 금천동 233-2 ,043-250-8292,통닭(치킨)
일반음식점,순살의민족&치킨투게더용암점,청주시 상당구 호미로161번길 58  1층 (용암동),청주시 상당구 용암동 2697 1층 ,,경양식
일반음식점,로충칭마라탕(성안점),청주시 상당구 사직대로 366-1  2층 (북문로1가),청주시 상당구 북문로1가 117-2 2층 ,043-253-8088,중국식
일반음식점,엄박사 포장전문,청주시 상당구 낙영로20번길 3 (용암동 (1층)),청주시 상당구 용암동 2354 (1층) ,043-288-3420,통닭(치킨)
일반음식점,BBQ청주시청점,청주시 상당구 중앙로 87  청주북문로한신휴플러스아파트 상가 1층 (북문로3가),청주시 상당구 북문로3가 49-1 청주북문로한신휴플러스아파트 상가 ,,호프/통닭
일반음식점,만두품은칼국수,청주시 상당구 꽃산동로 45 (금천동  뉴타운@A동상가104호),청주시 상당구 금천동 77-7 (뉴타운@A동상가104호) ,,한식
일반음식점,시골홍기와집,청주시 상당구 남일면 교육원로 47-1,청주시 상당구 남일면 은행리 309-1 ,043-297-5124,한식
일반음식점,채은이네꼬마김밥,청주시 상당구 용암로 78  1층 (용암동),청주시 상당구 용암동 1262 1층 ,043-286-5050,분식
일반음식점,커피&별난만두,청주시 상당구 미원면 미원시내2길 7  1층,청주시 상당구 미원면 미원리 439-2 1층 ,043-2877-677,기타
일반음식점,곰스테이블(곰's Table),청주시 상당구 월운로 116  상가A동 101일부호 (용암동  동남 힐데스하임),청주시 상당구 용암동 2944-141 동남 힐데스하임 상가A동 101일부호,,경양식
일반음식점,청년피자(용암수곡점),청주시 상당구 원봉로 88  1층 (용암동),청주시 상당구 용암동 2183 1층 ,,기타
일반음식점,미원양꼬치마라탕,청주시 상당구 미원면 미원시내4길 7-1  1층,청주시 상당구 미원면 미원리 310-3 1층 ,043-297-1688,한식
일반음식점,바른제면소,청주시 상당구 월평로184번길 78  1층 102호 (용암동),청주시 상당구 용암동 1699 102호 ,043-292-2666,한식
일반음식점,구도로통닭 동남지구점,청주시 상당구 중고개로141번길 13-16  110 111호 (용암동),청주시 상당구 용암동 3082 110 111 ,,한식
일반음식점,79파운야드,청주시 상당구 중고개로141번길 11-17  1층 111 112호 (용암동),청주시 상당구 용암동 3078 ,,경양식
일반음식점,조은날,청주시 상당구 낭성면 산성로 1520-71,청주시 상당구 낭성면 호정리 167 ,043-229-1081,한식
일반음식점,상상공장,청주시 상당구 상당로91번길 26 (북문로1가 (지하1층)),청주시 상당구 북문로1가 128-1 (지하1층) ,043-224-7370,경양식
일반음식점,사랑의유람선,청주시 상당구 낭성면 단재로 1964-15  1층,청주시 상당구 낭성면 추정리 55-8 1층 ,043-284-6100,호프/통닭
일반음식점,우리집만두,청주시 상당구 영운로 135  1층 (석교동),청주시 상당구 석교동 3-3 1층 ,043-258-3455,한식
일반음식점,월오동묵집,청주시 상당구 다리실로249번길 177 (월오동),청주시 상당구 월오동 117-4 ,043-292-5583,한식
일반음식점,복받어유,청주시 상당구 1순환로1253번길 9 (용암동),청주시 상당구 용암동 1685 ,043-294-1221,한식
일반음식점,수원돼지갈비,청주시 상당구 문의면 문의시내로 58,청주시 상당구 문의면 미천리 121-19 ,043-283-6040,한식
일반음식점,담다푸드,청주시 상당구 용담로 40  1층 101호 (대성동),청주시 상당구 대성동 174 ,,경양식
일반음식점,초가삼간,청주시 상당구 낭성면 갈산3길 1,청주시 상당구 낭성면 갈산리 399-1 ,043-225-9406,한식
일반음식점,방아다리추어탕,청주시 상당구 중앙로 94  1층층 (북문로3가),청주시 상당구 북문로3가 5-4 외2필지(1층) ,043-250-7707,한식
일반음식점,수정식당,청주시 상당구 남사로140번길 71-2  1층 (남문로1가),청주시 상당구 남문로1가 143-1 ,,한식
일반음식점,맛있는프로젝트,청주시 상당구 용암로 83  1층 (용암동),청주시 상당구 용암동 1269 1층 ,043-295-2544,기타
일반음식점,미소원5단불짬뽕,청주시 상당구 산성로16번길 46 (금천동 1층),청주시 상당구 금천동 177-18 1층 ,043-224-1794,호프/통닭
일반음식점,산촌에가면,청주시 상당구 상당로144번길 33 (수동),청주시 상당구 수동 353-1 ,043-255-0308,한식
일반음식점,서울식당,청주시 상당구 청남로 2194-4  1층 (석교동),청주시 상당구 석교동 162 1층 ,043-223-5613,한식
일반음식점,닭깡동남점,청주시 상당구 월운로 116  씨동 지1층 104호 (용암동  동남 힐데스하임),청주시 상당구 용암동 2944-141 동남 힐데스하임 ,043-283-5487,한식
일반음식점,4050노리터,청주시 상당구 월평로 234 (용암동),청주시 상당구 용암동 2025 ,043-294-1294,호프/통닭
일반음식점,대성식당,청주시 상당구 문의면 문의시내로 56-1,청주시 상당구 문의면 미천리 121-18 ,043-297-7474,한식
일반음식점,구이구이쪽갈비,청주시 상당구 산성로98번길 31 (용담동),청주시 상당구 용담동 374 ,,일식
일반음식점,이것이만두와두부,청주시 상당구 무농정로 116-6  세원한아름아파트 상가2동 107호 (용암동),청주시 상당구 용암동 2064 세원한아름아파트 상가2동 107호,043-287-4416,한식
일반음식점,할매치맛집청주본점,청주시 상당구 원봉로 79  1층 (용암동),청주시 상당구 용암동 2163 1층 ,043-292-0111,한식
일반음식점,김밥스토리,청주시 상당구 동남로 20  1층 111호 (방서동),청주시 상당구 방서동 25 ,043-287-3500,김밥(도시락)
일반음식점,달콤브런치,청주시 상당구 무농정로3번길 48-10  1층 (용암동),청주시 상당구 용암동 1915 1층 ,,경양식
일반음식점,진가매운탕(용정점),청주시 상당구 영운천로133번길 5  1층 (용정동),청주시 상당구 용정동 613 ,,외국음식전문점(인도 태국등)
일반음식점,고향식당,청주시 상당구 영운로 8  1층 (영운동),청주시 상당구 영운동 193-11 ,043-283-2966,한식
일반음식점,서문해장국,청주시 상당구 낭성면 산성로 1643,청주시 상당구 낭성면 관정리 224-4 ,043-298-0273,탕류(보신용)
